,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office,tconst,Released_dt,year,franchise
502,"Jun 27, 2012","Jun 27, 2012",Beasts of the Southern Wild,Fox Searchlight,Drama,Based on Play,Live Action,Fantasy,1800000,4,318,3263,169702,12795746,14687529,10469386,23265132,tt2125435,2012-06-27 00:00:00,2012,0
1344,"Oct 17, 2014","Oct 17, 2014",Birdman or (The Unexpected Virtue of Ignorance),Fox Searchlight,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,18000000,4,1213,12048,424397,42340598,46846448,60874496,103215094,tt2562232,2014-10-17 00:00:00,2014,0
991,"Dec 3, 2010","Dec 3, 2010",Black Swan,Fox Searchlight,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,13000000,18,2407,18797,1443809,106954678,123824083,224312032,331266710,tt0947798,2010-12-03 00:00:00,2010,0
692,"Nov 4, 2015","Nov 4, 2015",Brooklyn,Fox Searchlight,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,11000000,5,962,9836,187281,38322743,41122904,23753398,62076141,tt1458730,2015-11-04 00:00:00,2015,0
1686,"Oct 19, 2018","Oct 19, 2018",Can You Ever Forgive Me?,Fox Searchlight,Drama,Based on Real Life Events,Live Action,Dramatization,10000000,5,555,3224,161510,8803865,8845272,3713514,12517379,tt4595882,2018-10-19 00:00:00,2018,0
1117,"Feb 11, 2011","Feb 11, 2011",Cedar Rapids,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,10000000,15,462,2168,302968,6861102,7925305,1001029,7862131,tt1477837,2011-02-11 00:00:00,2011,0
1019,"Oct 15, 2010","Oct 15, 2010",Conviction,Fox Searchlight,Drama,Based on Real Life Events,Live Action,Dramatization,12500000,11,672,2302,102351,6797696,7891871,5029284,11826980,tt11109600,2010-10-15 00:00:00,2010,0
1017,"Jun 18, 2010","Jun 18, 2010",Cyrus,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,7000000,4,454,1820,181716,7468936,8671158,2593960,10062896,tt1327709,2010-06-18 00:00:00,2010,0
1387,"Apr 2, 2014","Nov 15, 2013",Dom Hemingway,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,7000000,4,129,360,29276,523511,586945,1333947,1857458,tt2402105,2014-04-02 00:00:00,2014,0
1138,"Apr 22, 2011","Apr 22, 2011",Dum Maaro Dum,Fox Searchlight,Drama,Original Screenplay,Live Action,Contemporary Fiction,5200000,101,101,267,327523,564489,652036,11068938,11633427,tt1618430,2011-04-22 00:00:00,2011,0
574,"Sep 18, 2013","Sep 18, 2013",Enough Said,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,8000000,4,835,4982,232800,17550872,19774104,8070577,25621449,tt2390361,2013-09-18 00:00:00,2013,0
714,"May 1, 2015","May 1, 2015",Far from the Madding Crowd,Fox Searchlight,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,15495600,10,902,3919,164985,12236500,13296125,17492950,29729450,tt2935476,2015-05-01 00:00:00,2015,0
851,"Apr 7, 2017","Apr 7, 2017",Gifted,Fox Searchlight,Drama,Original Screenplay,Live Action,Contemporary Fiction,7000000,56,2215,10691,446380,24801212,25326548,12163444,36964656,tt3727750,2017-04-07 00:00:00,2017,0
1390,"Jul 18, 2014","Jul 18, 2014",I Origins,Fox Searchlight,Drama,Original Screenplay,Live Action,Science Fiction,1000000,4,122,303,27682,336472,377236,515927,852399,tt2884206,2014-07-18 00:00:00,2014,0
1508,"Dec 2, 2016","Dec 2, 2016",Jackie,Fox Searchlight,Drama,Based on Real Life Events,Live Action,Dramatization,9000000,5,508,3160,278715,13960394,14500509,22628118,36588512,tt1619029,2016-12-02 00:00:00,2016,0
969,"Oct 18, 2019","Oct 18, 2019",Jojo Rabbit,Fox Searchlight,Black Comedy,Original Screenplay,Live Action,Historical Fiction,14000000,5,1173,11224,349555,33370906,33370906,53697566,87068472,tt2584384,2019-10-18 00:00:00,2019,0
65,"May 14, 2010","May 14, 2010",Just Wright,Fox Searchlight,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,12000000,1831,1831,6194,8284989,21540363,25007569,327302,21867665,tt1407061,2010-05-14 00:00:00,2010,0
1765,"Oct 4, 2019","Oct 4, 2019",Lucy in the Sky,Fox Searchlight,Drama,Original Screenplay,Live Action,Contemporary Fiction,27000000,37,231,501,54058,319976,319976,5967,325943,tt4682804,2019-10-04 00:00:00,2019,0
1126,"Oct 21, 2011","Oct 21, 2011",Martha Marcy May Marlene,Fox Searchlight,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,1000000,4,183,900,137651,2981038,3443116,2457873,5438911,tt1441326,2011-10-21 00:00:00,2011,0
717,"Jun 12, 2015","Jun 12, 2015",Me and Earl and the Dying Girl,Fox Searchlight,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,8000000,15,870,2454,196496,6758416,7343664,2507764,9266180,tt2582496,2015-06-12 00:00:00,2015,0
353,"Feb 12, 2010","Feb 12, 2010",My Name is Khan,Fox Searchlight,Drama,Original Screenplay,Live Action,Contemporary Fiction,8470000,120,125,594,1944027,4046336,4697651,38309190,42355526,tt1188996,2010-02-12 00:00:00,2010,0
1030,"Sep 15, 2010","Sep 15, 2010",Never Let Me Go,Fox Searchlight,Drama,Based on Fiction Book/Short Story,Live Action,Science Fiction,15000000,4,232,925,111734,2434652,2826538,8739066,11173718,tt1334260,2010-09-15 00:00:00,2010,0
344,"Mar 12, 2010","Mar 12, 2010",Our Family Wedding,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,14000000,1605,1609,6216,7629862,20255281,23515634,1155265,21410546,tt1305583,2010-03-12 00:00:00,2010,0
1636,"Aug 18, 2017","Aug 18, 2017",Patti Cake$,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,1000000,14,303,627,67599,800148,817099,670942,1471090,tt6288250,2017-08-18 00:00:00,2017,0
1735,"Aug 21, 2019","Aug 21, 2019",Ready or Not,Fox Searchlight,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,6000000,2855,2998,10016,8015590,28714231,28714231,28083161,56797392,tt13217216,2019-08-21 00:00:00,2019,0
438,"Jul 15, 2011","Jul 15, 2011",Snow Flower and the Secret Fan,Fox Searchlight,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,6000000,24,116,482,134005,1348205,1557319,10000000,11348205,tt1541995,2011-07-15 00:00:00,2011,0
1219,"Apr 27, 2012","Apr 27, 2012",Sound of My Voice,Fox Searchlight,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,135000,5,48,249,36134,408015,469523,21433,429448,tt1748207,2012-04-27 00:00:00,2012,0
1302,"Mar 1, 2013","Feb 28, 2013",Stoker,Fox Searchlight,Drama,Original Screenplay,Live Action,Contemporary Fiction,12000000,7,275,750,160547,1703125,1918892,10331788,12034913,tt1682180,2013-03-01 00:00:00,2013,0
875,"Mar 3, 2017","Mar 3, 2017",Table 19,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,5000000,868,868,1994,1597928,3614896,3691462,1005503,4620399,tt1412528,2017-03-03 00:00:00,2017,0
436,"Jun 17, 2011","Jun 17, 2011",The Art of Getting By,Fox Searchlight,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,4000000,610,610,929,679160,1430241,1652079,558794,1989035,tt1645080,2011-06-17 00:00:00,2011,0
480,"May 4, 2012","Feb 24, 2012",The Best Exotic Marigold Hotel,Fox Searchlight,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,10000000,27,1298,9177,737051,46383639,53376144,88256141,134639780,tt1412386,2012-05-04 00:00:00,2012,0
1505,"Oct 7, 2016","Oct 7, 2016",The Birth of a Nation,Fox Searchlight,Drama,Based on Real Life Events,Live Action,Dramatization,10000000,2105,2105,5621,7004254,15861566,16796756,1029445,16891011,tt4196450,2016-10-07 00:00:00,2016,0
1094,"Nov 16, 2011","Nov 16, 2011",The Descendants,Fox Searchlight,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,20000000,29,2038,16123,1190096,82624961,95256498,92882839,175507800,tt1033575,2011-11-16 00:00:00,2011,0
1366,"Sep 12, 2014","Sep 12, 2014",The Drop,Fox Searchlight,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,12600000,809,1192,3761,4104552,10724389,12023911,8330145,19054534,tt15054770,2014-09-12 00:00:00,2014,0
589,"May 31, 2013","May 31, 2013",The East,Fox Searchlight,Drama,Original Screenplay,Live Action,Contemporary Fiction,6500000,4,195,777,77031,2274649,2562821,753307,3027956,tt1869716,2013-05-31 00:00:00,2013,0
1662,"Nov 23, 2018","Nov 23, 2018",The Favourite,Fox Searchlight,Black Comedy,Based on Real Life Events,Live Action,Dramatization,15000000,4,1554,9593,422410,34366783,34453984,61505365,95872148,tt5083738,2018-11-23 00:00:00,2018,0
1402,"Mar 7, 2014","Mar 5, 2014",The Grand Budapest Hotel,Fox Searchlight,Comedy,Original Screenplay,Live Action,Historical Fiction,31000000,4,1467,10285,811166,59076019,65981944,104427495,163503514,tt2278388,2014-03-07 00:00:00,2014,0
179,"Mar 6, 2015","Feb 26, 2015",The Second Best Exotic Marigold Hotel,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,10000000,1573,2022,10142,8540370,33078266,35942695,56412691,89490957,tt2555736,2015-03-06 00:00:00,2015,0
1203,"Oct 19, 2012","Oct 19, 2012",The Sessions,Fox Searchlight,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,1000000,4,516,2328,113467,6002451,6898414,5492753,11495204,tt11073060,2012-10-19 00:00:00,2012,0
1585,"Dec 1, 2017","Dec 1, 2017",The Shape of Water,Fox Searchlight,Drama,Original Screenplay,Live Action,Historical Fiction,19500000,2,2341,15406,166564,63859435,64455842,131931359,195790794,tt5580390,2017-12-01 00:00:00,2017,0
427,"May 27, 2011","May 27, 2011",The Tree of Life,Fox Searchlight,Drama,Original Screenplay,Live Action,Historical Fiction,35000000,4,237,2286,372920,13305665,15369472,48416161,61721826,tt0478304,2011-05-27 00:00:00,2011,0
1587,"Nov 10, 2017","Nov 10, 2017","Three Billboards Outside Ebbing, Missouri",Fox Searchlight,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,12000000,4,1726,15397,322168,54513740,55192160,106943006,161456746,tt5027774,2017-11-10 00:00:00,2017,0
986,"May 10, 2019","May 3, 2019",Tolkien,Fox Searchlight,Drama,Based on Real Life Events,Live Action,Dramatization,20000000,1495,1501,3321,2200537,4535154,4535154,4432377,8967531,tt3361792,2019-05-10 00:00:00,2019,0
1300,"Apr 5, 2013","Mar 27, 2013",Trance,Fox Searchlight,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,16000000,4,443,1213,131145,2322593,2616838,20271459,22594052,tt1111235,2013-04-05 00:00:00,2013,0
1345,"Dec 3, 2014","Dec 3, 2014",Wild,Fox Searchlight,Drama,Based on Factual Book/Article,Live Action,Dramatization,15000000,21,1361,7892,606810,37880356,41843311,14580187,52460543,tt13950424,2014-12-03 00:00:00,2014,0
1113,"Mar 18, 2011","Mar 18, 2011",Win Win,Fox Searchlight,Drama,Original Screenplay,Live Action,Contemporary Fiction,5000000,5,388,2701,150362,10179275,11758152,1689788,11869063,tt1606392,2011-03-18 00:00:00,2011,0
1450,"Dec 4, 2015","May 22, 2015",Youth,Fox Searchlight,Drama,Original Screenplay,Live Action,Contemporary Fiction,13000000,4,149,707,78085,2703296,2898526,21298277,24001573,tt12167458,2015-12-04 00:00:00,2015,0
1460,"Apr 24, 2015","Apr 24, 2015",Brotherly Love,Freestyle Releasing,Drama,Original Screenplay,Live Action,Contemporary Fiction,1900000,200,200,384,246902,478595,520032,0,478595,tt3262990,2015-04-24 00:00:00,2015,0
84,"Oct 15, 2010","Oct 15, 2010",I Want Your Money,Freestyle Releasing,Documentary,Based on Real Life Events,Live Action,Factual,400000,537,537,768,249428,433588,503379,0,433588,tt1560957,2010-10-15 00:00:00,2010,0
646,"Oct 3, 2014","Oct 3, 2014",Left Behind,Freestyle Releasing,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,16000000,1825,1887,5433,6300146,14019924,15718780,6749285,20769209,tt2467046,2014-10-03 00:00:00,2014,0
1516,"Apr 1, 2016","Apr 1, 2016",Meet the Blacks,Freestyle Releasing,Comedy,Original Screenplay,Live Action,Contemporary Fiction,900000,1015,1015,3267,4055940,9097072,9633425,0,9097072,tt4191580,2016-04-01 00:00:00,2016,0
1029,"Oct 15, 2010","Oct 15, 2010",N-Secure,Freestyle Releasing,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,1600000,486,486,1423,1166406,2595644,3013438,0,2595644,tt1289419,2010-10-15 00:00:00,2010,0
811,"Jan 8, 2016","Jan 8, 2016",The Masked Saint,Freestyle Releasing,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,3500000,482,482,508,123839,182695,193459,0,182695,tt3103166,2016-01-08 00:00:00,2016,0
363,"Oct 29, 2010","Oct 29, 2010",Wild Target,Freestyle Releasing,Comedy,Remake,Live Action,Contemporary Fiction,8000000,4,13,49,23174,109338,126930,5204856,5314194,tt1235189,2010-10-29 00:00:00,2010,0
265,"Apr 13, 2018","Apr 13, 2018",Sgt. Stubby: An American Hero,Fun Academy Motion Pictures,Adventure,Based on Real Life Events,Digital Animation,Dramatization,25000000,1633,1633,3418,1164403,3054285,3071046,769335,3823620,tt5314190,2018-04-13 00:00:00,2018,0
286,"Jan 16, 2019","Dec 14, 2018",Dragon Ball Super: Broly,FUNimation,Action,Based on TV,Digital Animation,Fantasy,8500000,1247,1250,3000,9816197,30376755,30376755,92371000,122747755,tt7961060,2019-01-16 00:00:00,2019,0
185,"Aug 7, 2015","Aug 7, 2015",Kahlil Gibran's The Prophet,GKIDS,Adventure,Based on Fiction Book/Short Story,Hand Animation,Kids Fiction,12000000,2,37,163,27435,340536,370018,739826,1080362,tt1640718,2015-08-07 00:00:00,2015,0
1690,"Jun 8, 2018","Jun 7, 2018",Hotel Artemis,Global Road,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,15000000,2407,2407,4982,3232790,6708137,6744948,6608490,13316627,tt5834262,2018-06-08 00:00:00,2018,0
933,"Mar 23, 2018","Mar 22, 2018",Midnight Sun,Global Road,Drama,Remake,Live Action,Contemporary Fiction,2800000,2173,2173,5546,4003993,9561064,9613539,17391444,26952508,tt4799066,2018-03-23 00:00:00,2018,0
870,"Sep 22, 2017","Jul 12, 2017",Loving Vincent,Good Deed Entertainment,Drama,Based on Real Life Events,Animation/Live Action,Dramatization,5500000,1,218,1787,23180,6735118,6870458,37342131,44077249,tt3262342,2017-09-22 00:00:00,2017,0
939,"Jun 8, 2018","Jun 8, 2018",Hearts Beat Loud,Gunpowder & Sky,Drama,Original Screenplay,Live Action,Contemporary Fiction,2000000,4,170,864,74524,2386254,2399343,83256,2469510,tt7158430,2018-06-08 00:00:00,2018,0
1706,"Oct 26, 2018","Sep 20, 2018",London Fields,GVN Releasing,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Historical Fiction,8000000,613,613,645,168575,252676,254062,181056,433732,tt1273221,2018-10-26 00:00:00,2018,0
213,"Aug 26, 2016","Aug 26, 2016",Greater,Hammond Entertainment,Drama,Based on Real Life Events,Live Action,Dramatization,9000000,340,340,924,627974,2000093,2118012,0,2000093,tt2950418,2016-08-26 00:00:00,2016,0
132,"Oct 18, 2013","Oct 18, 2013",I'm in Love with a Church Girl,High Top Releasing,Drama,Original Screenplay,Live Action,Contemporary Fiction,3000000,457,458,1304,971826,2387730,2690228,115662,2503392,tt1618432,2013-10-18 00:00:00,2013,0
799,"Dec 2, 2016","Dec 2, 2016",Incarnate,High Top Releasing,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000,1737,1737,3819,2534884,4799774,5082765,4571262,9371036,tt3216348,2016-12-02 00:00:00,2016,0
1626,"Apr 28, 2017","Apr 28, 2017",Sleight,High Top Releasing,Action,Original Screenplay,Live Action,Science Fiction,250000,565,591,1682,1701785,3930990,4014251,3460,3934450,tt2728986,2017-04-28 00:00:00,2017,0
793,"May 13, 2016","Mar 18, 2005",The Darkness,High Top Releasing,Horror,Original Screenplay,Live Action,Contemporary Fiction,4000000,1755,1769,5018,4950859,10753574,11387593,150921,10904495,tt10959772,2016-05-13 00:00:00,2016,0
1441,"Sep 25, 2015","Sep 24, 2015",The Green Inferno,High Top Releasing,Horror,Original Screenplay,Live Action,Contemporary Fiction,1000000,1540,1543,3806,3520626,7192291,7815110,5739129,12931420,tt2403021,2015-09-25 00:00:00,2015,0
238,"Jan 20, 2017","Jan 20, 2017",The Resurrection of Gavin Stone,High Top Releasing,Comedy,Original Screenplay,Live Action,Contemporary Fiction,2000000,890,890,1887,1206771,2303792,2352581,0,2303792,tt4902904,2017-01-20 00:00:00,2017,0
1310,"Aug 16, 2013","Aug 16, 2013",Ain't Them Bodies Saints,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,5000000,3,44,241,26419,391611,441219,683398,1075009,tt2388637,2013-08-16 00:00:00,2013,0
1355,"Jul 11, 2014","Jun 5, 2014",Boyhood,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,4000000,5,775,6497,387618,25379975,28418030,31893074,57273049,tt1065073,2014-07-11 00:00:00,2014,0
1147,"Aug 26, 2011","Aug 26, 2011",Brighton Rock,IFC Films,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,11000000,12,24,148,32774,229653,265274,0,229653,tt1233192,2011-08-26 00:00:00,2011,0
1295,"May 17, 2013","May 17, 2013",Frances Ha,IFC Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,3000000,4,233,1119,137398,4067398,4582693,7151223,11218621,tt2347569,2013-05-17 00:00:00,2013,0
1391,"Oct 3, 2014","Jun 25, 2014",La chambre bleue,IFC Films,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,1400000,3,41,165,21809,260441,291902,1684979,1945420,tt4586720,2014-10-03 00:00:00,2014,0
731,"Jun 19, 2015","Jun 5, 2015",Manglehorn,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,4000000,3,27,67,11227,132270,143720,665169,797439,tt2893490,2015-06-19 00:00:00,2015,0
1307,"Mar 22, 2013","May 23, 2012",On the Road,IFC Films,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,25000000,4,107,350,39550,720828,812144,8592474,9313302,tt0337692,2013-03-22 00:00:00,2013,0
1635,"Mar 10, 2017","Nov 19, 2016",Personal Shopper,IFC Films,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,6400000,4,153,607,79175,1305195,1332835,2499782,3804977,tt12690902,2017-03-10 00:00:00,2017,0
445,"Apr 1, 2011","Apr 1, 2011",Super,IFC Films,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,2500000,11,38,184,46549,327716,378546,266217,593933,tt1512235,2011-04-01 00:00:00,2011,0
1314,"Aug 2, 2013","Aug 2, 2013",The Canyons,IFC Films,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,250000,1,9,19,13351,59671,67225,2704,62375,tt2292959,2013-08-02 00:00:00,2013,0
1458,"May 8, 2015","May 8, 2015",The D Train,IFC Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,3000000,1009,1009,1173,447661,669688,727680,102678,772366,tt2690138,2015-05-08 00:00:00,2015,0
656,"Mar 7, 2014","Oct 25, 2013",The Face of Love,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,4000000,3,42,122,25800,385069,431729,773808,1158877,tt1839642,2014-03-07 00:00:00,2014,0
802,"Apr 29, 2016","Mar 11, 2016",The Man Who Knew Infinity,IFC Films,Drama,Based on Factual Book/Article,Live Action,Dramatization,10000000,6,348,1415,80325,3877922,4106556,8504200,12382122,tt0787524,2016-04-29 00:00:00,2016,0
1309,"Apr 26, 2013","Apr 26, 2013",The Reluctant Fundamentalist,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,15000000,3,58,247,30920,528731,595711,0,528731,tt2032557,2013-04-26 00:00:00,2013,0
1212,"Jun 15, 2012","Jun 15, 2012",Your Sister's Sister,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,120000,13,101,603,109221,1597486,1838311,1493107,3090593,tt1742336,2012-06-15 00:00:00,2012,0
1313,"Sep 6, 2013","Sep 6, 2013",Winnie Mandela,Image Entertainment,Drama,Based on Factual Book/Article,Live Action,Dramatization,15000000,32,32,32,61847,61847,69680,0,61847,tt1551641,2013-09-06 00:00:00,2013,0
1538,"Apr 22, 2016","Apr 22, 2016",Unsullied,Indican Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,1500000,102,102,205,179112,510957,541081,0,510957,tt3139764,2016-04-22 00:00:00,2016,0
