,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office
196,2014,2014,The Boxtrolls,Focus Features,Adventure,Based on Fiction Book/Short Story,Stop-Motion Animation,Kids Fiction,"$60,000,000","3,464","3,464","16,586","$17,275,239","$50,837,305","$56,989,948","$61,061,436","$111,898,741"
197,2014,2014,The Book of Life,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Fantasy,"$50,000,000","3,071","3,113","14,265","$17,005,218","$50,151,543","$56,199,980","$47,500,000","$97,651,543"
198,2014,2014,Dolphin Tale 2,Warner Bros.,Drama,Original Screenplay,Live Action,Kids Fiction,"$36,000,000","3,656","3,656","16,995","$15,873,397","$42,024,533","$47,116,851","$15,800,000","$57,824,533"
199,2014,2014,Earth to Echo,Relativity,Adventure,Original Screenplay,Animation/Live Action,Kids Fiction,"$13,000,000","3,230","3,230","12,853","$8,364,199","$38,934,842","$43,652,768","$3,239,703","$42,174,545"
200,2014,2014,Million Dollar Arm,Walt Disney,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000","3,019","3,019","12,208","$10,515,659","$36,447,959","$40,864,537","$2,769,953","$39,217,912"
201,2014,2014,When the Game Stands Tall,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$15,000,000","2,673","2,766","13,925","$8,381,509","$30,127,963","$33,778,718","$10,949","$30,138,912"
202,2014,2014,Momsâ Night Out,Sony Pictures,Adventure,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000","1,044","1,046","4,024","$4,311,083","$10,429,707","$11,693,519","$107,634","$10,537,341"
203,2014,2014,Legends of Oz: Dorothyâs Return,Clarius Entertainment,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$70,000,000","2,658","2,658","6,337","$3,747,780","$8,462,347","$9,487,763","$11,645,586","$20,107,933"
204,2014,2014,Meet the Mormons,Purdie Distribution,Documentary,Based on Real Life Events,Live Action,Factual,"$2,000,000",317,333,"1,229","$2,509,808","$6,047,363","$6,779,490","$1,808","$6,049,171"
205,2014,2014,The Lunchbox,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$1,700,000",3,165,"1,427","$44,542","$4,231,500","$4,744,248","$11,286,386","$15,517,886"
206,2014,2014,Antarctica: A Year on Ice,Music Box Films,Documentary,Based on Real Life Events,Live Action,Factual,"$1,000,000",8,30,114,"$32,238","$288,757","$321,846",$0,"$288,757"
207,2014,2014,Pump,Submarine Deluxe,Documentary,Based on Real Life Events,Live Action,Factual,"$2,000,000",3,6,9,"$42,177","$72,277","$81,029",$0,"$72,277"
208,2014,2014,"Christian Mingle, The Movie",Rocky Mountain Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$650,000",15,15,15,"$19,836","$19,836","$22,231","$8,340","$28,176"
209,2014,2014,The Perfect Wave,,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$4,000,000",0,0,0,$0,$0,$0,$0,$0
210,2014,2014,Against the Wild,,Adventure,Original Screenplay,Live Action,Kids Fiction,"$1,800,000",0,0,0,$0,$0,$0,$0,$0
211,2014,2014,"Dude, Where's My Dog",,Adventure,Original Screenplay,Live Action,Kids Fiction,"$100,000",0,0,0,$0,$0,$0,$0,$0
212,2014,2014,Dwegons and Leprechauns,,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$20,000,000",0,0,0,$0,$0,$0,$0,$0
213,2014,2014,Horse Camp,,Adventure,Original Screenplay,Live Action,Contemporary Fiction,"$250,000",0,0,0,$0,$0,$0,$0,$0
214,2014,2014,The Adventurer: The Curse of the Mida…,RLJ Entertainment/Image Entertainment,Adventure,Original Screenplay,Live Action,Historical Fiction,"$25,000,000",0,0,0,$0,$0,$0,$0,$0
215,2014,2014,A Fine Step,,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$1,000,000",0,0,0,$0,$0,$0,$0,$0
216,2014,2014,Henry & Me,Distrib Films,Adventure,Original Screenplay,Hand Animation,Kids Fiction,"$5,000,000",0,0,0,$0,$0,$0,$0,$0
217,2014,2012,Snezhnaya koroleva,,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$7,000,000",0,0,0,$0,$0,$0,"$15,193,977","$15,193,977"
218,2015,2015,Inside Out,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$175,000,000","3,946","4,158","37,079","$90,440,272","$356,461,711","$387,329,684","$498,576,676","$855,038,387"
219,2015,2015,Minions,Universal,Adventure,Spin-Off,Digital Animation,Kids Fiction,"$74,000,000","4,301","4,311","33,712","$115,718,405","$336,045,770","$365,145,822","$823,585,370","$1,159,631,140"
220,2015,2015,Cinderella,Walt Disney,Drama,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,"$95,000,000","3,845","3,848","27,905","$67,877,361","$201,151,353","$218,570,149","$333,400,000","$534,551,353"
