,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office,TitleLower
2329,2017,2017,T2: Trainspotting,Sony Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,18000000.0,5.0,331.0,1020.0,170575.0,2402004.0,2452883.0,39735608.0,42137612.0,t2: trainspotting
2330,2017,2017,The Wall,Roadside Attractions,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,3000000.0,540.0,540.0,1154.0,897955.0,1803064.0,1841252.0,2692198.0,4495262.0,the wall
2331,2017,2017,Free Fire,A24,Action,Original Screenplay,Live Action,Historical Fiction,10000000.0,1070.0,1070.0,1929.0,994430.0,1799322.0,1837432.0,1994417.0,3793739.0,free fire
2332,2017,2017,The Comedian,Sony Pictures Classics,Comedy,Original Screenplay,Live Action,Contemporary Fiction,15000000.0,848.0,848.0,1562.0,1100000.0,1658706.0,1693840.0,0.0,1658706.0,the comedian
2333,2017,2017,A Ghost Story,A24,Drama,Original Screenplay,Live Action,Contemporary Fiction,100000.0,4.0,329.0,777.0,104030.0,1594798.0,1628575.0,1174984.0,2769782.0,a ghost story
2334,2017,2016,Personal Shopper,IFC Films,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,6400000.0,4.0,153.0,607.0,79175.0,1305195.0,1332835.0,2499782.0,3804977.0,personal shopper
2335,2017,2017,Patti Cake$,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,1000000.0,14.0,303.0,627.0,67599.0,800148.0,817099.0,670942.0,1471090.0,patti cake$
2336,2017,2017,Bitter Harvest,Roadside Attractions,Drama,Original Screenplay,Live Action,Historical Fiction,21000000.0,127.0,127.0,261.0,219357.0,557241.0,569038.0,48921.0,606162.0,bitter harvest
2337,2017,2015,Under sandet,Sony Pictures Classics,Thriller/Suspense,Original Screenplay,Live Action,Dramatization,6000000.0,3.0,40.0,272.0,13754.0,434640.0,443839.0,4524399.0,4959039.0,under sandet
2338,2017,2017,Berlin Syndrome,Vertical Entertainment,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,5500000.0,0.0,25.0,25.0,0.0,28660.0,29266.0,759531.0,788191.0,berlin syndrome
2339,2018,2018,Deadpool 2,20th Century Fox,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,110000000.0,4349.0,4349.0,30786.0,125507153.0,324591735.0,326372815.0,461770635.0,786362370.0,deadpool 2
2340,2018,2018,A Star is Born,Warner Bros.,Drama,Remake,Live Action,Contemporary Fiction,36000000.0,3686.0,3904.0,36697.0,42908051.0,215288866.0,216392918.0,216581657.0,431870523.0,a star is born
2341,2018,2018,Halloween,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000.0,3928.0,3990.0,15891.0,76221545.0,159347015.0,160216049.0,96050074.0,255397089.0,halloween
2342,2018,2018,The Nun,Warner Bros.,Horror,Spin-Off,Live Action,Contemporary Fiction,22000000.0,3876.0,3876.0,19699.0,53807379.0,117450119.0,118094741.0,245941528.0,363391647.0,the nun
2343,2018,2018,The Mule,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,50000000.0,2588.0,3329.0,21063.0,17509431.0,103804407.0,104249942.0,69649587.0,173453994.0,the mule
2344,2018,2018,The Equalizer 2,Sony Pictures,Action,Based on TV,Live Action,Contemporary Fiction,77000000.0,3388.0,3388.0,18066.0,36011640.0,102084362.0,102644643.0,88291819.0,190376181.0,the equalizer 2
2345,2018,2018,Fifty Shades Freed,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,55000000.0,3768.0,3768.0,16324.0,38560195.0,100407760.0,100958845.0,271577258.0,371985018.0,fifty shades freed
2346,2018,2018,The First Purge,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,13000000.0,3031.0,3038.0,11221.0,17374280.0,69488745.0,69870135.0,67565852.0,137054597.0,the first purge
2347,2018,2018,Game Night,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,37000000.0,3488.0,3502.0,18188.0,17005332.0,69179066.0,69558750.0,48199018.0,117378084.0,game night
2348,2018,2018,Blockers,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,21000000.0,3379.0,3418.0,15952.0,20556350.0,60311495.0,60642516.0,34212286.0,94523781.0,blockers
2349,2018,2018,Tag,Warner Bros.,Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,28000000.0,3382.0,3382.0,14706.0,14947396.0,54730625.0,55031008.0,22294319.0,77024944.0,tag
2350,2018,2018,A Simple Favor,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,20000000.0,3102.0,3102.0,14181.0,16011689.0,53548586.0,53842489.0,44080131.0,97628717.0,a simple favor
2351,2018,2018,The Predator,20th Century Fox,Action,Original Screenplay,Live Action,Science Fiction,88000000.0,4037.0,4070.0,13454.0,24632284.0,51024708.0,51304757.0,108462855.0,159487563.0,the predator
2352,2018,2018,Sicario: Day of the Soldado,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,35000000.0,3055.0,3055.0,10744.0,19007566.0,50065850.0,50340630.0,26280244.0,76346094.0,sicario: day of the soldado
2353,2018,2018,BlacKkKlansman,Focus Features,Black Comedy,Based on Factual Book/Article,Live Action,Dramatization,15000000.0,1512.0,1914.0,10688.0,10845330.0,49275340.0,49541686.0,44136086.0,93411426.0,blackkklansman
2354,2018,2018,Vice,Annapurna Pictures,Black Comedy,Based on Real Life Events,Live Action,Dramatization,60000000.0,2442.0,2534.0,13329.0,7768371.0,47836282.0,47999435.0,23057500.0,70893782.0,vice
2355,2018,2018,Red Sparrow,20th Century Fox,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,69000000.0,3056.0,3064.0,11476.0,16853422.0,46874505.0,47131772.0,99077356.0,145951861.0,red sparrow
2356,2018,2018,12 Strong,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,35000000.0,3002.0,3018.0,12713.0,15815025.0,45819713.0,46071191.0,25298665.0,71118378.0,12 strong
2357,2018,2018,Den of Thieves,STX Entertainment,Action,Original Screenplay,Live Action,Contemporary Fiction,30000000.0,2432.0,2432.0,9964.0,15206108.0,44947622.0,45194313.0,35199544.0,80147166.0,den of thieves
2358,2018,2018,Hereditary,A24,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000.0,2964.0,2998.0,10946.0,13575173.0,44069456.0,44311326.0,37194033.0,81263489.0,hereditary
2359,2018,2018,Acrimony,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,2006.0,2006.0,7923.0,17170707.0,43549096.0,43788116.0,3078740.0,46627836.0,acrimony
2360,2018,2018,Widows,20th Century Fox,Thriller/Suspense,Based on TV,Live Action,Contemporary Fiction,40000000.0,2803.0,2803.0,12075.0,12361307.0,42402632.0,42632609.0,33582068.0,75984700.0,widows
2361,2018,2018,Mile 22,STX Entertainment,Action,Original Screenplay,Live Action,Contemporary Fiction,35000000.0,3520.0,3520.0,12441.0,13710825.0,36108758.0,36306933.0,30186363.0,66295121.0,mile 22
2362,2018,2018,Peppermint,STX Entertainment,Action,Original Screenplay,Live Action,Contemporary Fiction,25000000.0,2980.0,2980.0,11996.0,13423255.0,35418723.0,35613109.0,16382035.0,51800758.0,peppermint
2363,2018,2018,The Favourite,Fox Searchlight,Black Comedy,Based on Real Life Events,Live Action,Dramatization,15000000.0,4.0,1554.0,9593.0,422410.0,34366783.0,34453984.0,61505365.0,95872148.0,the favourite
2364,2018,2018,Death Wish,MGM,Action,Remake,Live Action,Contemporary Fiction,30000000.0,2847.0,2882.0,10577.0,13010267.0,34017028.0,34203724.0,14558937.0,48575965.0,death wish
2365,2018,2018,The Spy Who Dumped Me,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000.0,3111.0,3111.0,10857.0,12103043.0,33562069.0,33746274.0,43741545.0,77303614.0,the spy who dumped me
2366,2018,2018,Annihilation,Paramount Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,55000000.0,2012.0,2112.0,7905.0,11071584.0,32732301.0,32911953.0,10338614.0,43070915.0,annihilation
2367,2018,2018,Nobody's Fool,Paramount Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,19000000.0,2468.0,2468.0,7766.0,13743111.0,31713110.0,31887169.0,876383.0,32589493.0,nobody's fool
2368,2018,2018,Super Troopers 2,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,13500000.0,2038.0,2125.0,8702.0,15181624.0,30617396.0,30785441.0,958239.0,31575635.0,super troopers 2
2369,2018,2018,The Strangers: Prey at Night,Aviron Pictures,Horror,Based on Real Life Events,Live Action,Dramatization,5000000.0,2464.0,2464.0,7486.0,10402271.0,24431472.0,24565563.0,7712790.0,32144262.0,the strangers: prey at night
2370,2018,2018,White Boy Rick,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,30000000.0,2504.0,2504.0,8254.0,8860431.0,24004833.0,24136582.0,1943150.0,25947983.0,white boy rick
2371,2018,2018,Overlord,Paramount Pictures,Action,Original Screenplay,Live Action,Historical Fiction,38000000.0,2859.0,2859.0,8038.0,10202108.0,21704844.0,21823975.0,17473345.0,39178189.0,overlord
2372,2018,2018,Proud Mary,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,30000000.0,2125.0,2125.0,6160.0,9959053.0,20868638.0,20983169.0,840901.0,21709539.0,proud mary
2373,2018,2018,The Happytime Murders,STX Entertainment,Black Comedy,Original Screenplay,Live Action,Fantasy,40000000.0,3256.0,3256.0,8784.0,9532425.0,20706452.0,20820094.0,6799960.0,27506412.0,the happytime murders
2374,2018,2018,Superfly,Sony Pictures,Action,Remake,Live Action,Contemporary Fiction,16000000.0,2220.0,2220.0,6447.0,6870740.0,20537137.0,20649846.0,202186.0,20739323.0,superfly
2375,2018,2018,Bad Times at the El Royale,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Historical Fiction,32000000.0,2808.0,2808.0,8016.0,7132647.0,17839115.0,17937020.0,13339827.0,31178942.0,bad times at the el royale
2376,2018,2018,Sorry to Bother You,Annapurna Pictures,Comedy,Original Screenplay,Live Action,Science Fiction,3200000.0,16.0,1050.0,4209.0,727266.0,17493096.0,17589105.0,792464.0,18285560.0,sorry to bother you
2377,2018,2018,Mary Queen of Scots,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,25000000.0,4.0,1052.0,4119.0,194777.0,16648499.0,16702866.0,30371647.0,47020146.0,mary queen of scots
2378,2018,2018,Hunter Killer,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,40000000.0,2720.0,2720.0,6692.0,6653777.0,15767460.0,15854000.0,13544661.0,29312121.0,hunter killer
2379,2018,2018,If Beale Street Could Talk,Annapurna Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,12000000.0,4.0,1018.0,4385.0,224476.0,14915773.0,14939960.0,6482598.0,21398371.0,if beale street could talk
2380,2018,2018,The Possession of Hannah Grace,Sony Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,6000000.0,2065.0,2298.0,6087.0,6401744.0,14836174.0,14916749.0,28037556.0,42873730.0,the possession of hannah grace
2381,2018,2018,The Girl in the Spider's Web,Sony Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,43000000.0,2929.0,2929.0,7272.0,7810112.0,14828555.0,14909934.0,20154787.0,34983342.0,the girl in the spider's web
2382,2018,2018,Eighth Grade,A24,Drama,Original Screenplay,Live Action,Contemporary Fiction,2000000.0,4.0,1084.0,3857.0,263797.0,13539710.0,13614013.0,808310.0,14348020.0,eighth grade
2383,2018,2018,Upgrade,BH Tilt,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,3000000.0,1457.0,1458.0,3841.0,4670905.0,11977130.0,12042863.0,4999431.0,16976561.0,upgrade
2384,2018,2018,Hell Fest,CBS Films,Horror,Original Screenplay,Live Action,Contemporary Fiction,5500000.0,2297.0,2297.0,6724.0,5130963.0,11107431.0,11168394.0,7187452.0,18294883.0,hell fest
2385,2018,2018,Traffik,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,4000000.0,1046.0,1046.0,3376.0,3941338.0,9186156.0,9236578.0,375075.0,9561231.0,traffik
2386,2018,2018,Unfriended: Dark Web,OTL Releasing,Horror,Original Screenplay,Live Action,Contemporary Fiction,1000000.0,1546.0,1547.0,3358.0,3653035.0,8866745.0,8915410.0,7567843.0,16434588.0,unfriended: dark web
2387,2018,2018,Can You Ever Forgive Me?,Fox Searchlight,Drama,Based on Real Life Events,Live Action,Dramatization,10000000.0,5.0,555.0,3224.0,161510.0,8803865.0,8845272.0,3713514.0,12517379.0,can you ever forgive me?
2388,2018,2018,Unsane,Bleecker Street,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,1500000.0,2023.0,2023.0,4115.0,3762145.0,7690044.0,7732249.0,6606665.0,14296709.0,unsane
2389,2018,2018,Beautiful Boy,Amazon Studios,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,25000000.0,4.0,1052.0,3474.0,218888.0,7634767.0,7676529.0,5679795.0,13314562.0,beautiful boy
2390,2018,2018,Boy Erased,Focus Features,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,11000000.0,5.0,672.0,2699.0,207057.0,6788692.0,6811376.0,5073958.0,11862650.0,boy erased
2391,2018,2018,Hotel Artemis,Global Road,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,15000000.0,2407.0,2407.0,4982.0,3232790.0,6708137.0,6744948.0,6608490.0,13316627.0,hotel artemis
2392,2018,2018,Fahrenheit 11/9,Briarcliffe Entertainment,Documentary,Based on Real Life Events,Live Action,Factual,5000000.0,1719.0,1719.0,4281.0,3008563.0,6352306.0,6387167.0,301409.0,6653715.0,fahrenheit 11/9
2393,2018,2018,Action Point,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,19000000.0,2032.0,2032.0,4064.0,2390164.0,5059608.0,5087382.0,44067.0,5103675.0,action point
2394,2018,2018,Gotti,Vertical Entertainment,Drama,Based on Real Life Events,Live Action,Dramatization,10000000.0,503.0,503.0,1400.0,1719902.0,4286367.0,4309890.0,2315625.0,6601992.0,gotti
2395,2018,2018,Ben is Back,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,13000000.0,4.0,598.0,1535.0,80733.0,3703182.0,3716963.0,8913813.0,12616995.0,ben is back
2396,2018,2018,First Reformed,A24,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,3500000.0,4.0,334.0,1141.0,97562.0,3448256.0,3467179.0,540356.0,3988612.0,first reformed
2397,2018,2018,The Sisters Brothers,Annapurna Pictures,Western,Based on Fiction Book/Short Story,Live Action,Historical Fiction,38000000.0,4.0,1141.0,2434.0,115575.0,3143056.0,3160301.0,11493011.0,14636067.0,the sisters brothers
2398,2018,2018,Thoroughbreds,Focus Features,Drama,Original Screenplay,Live Action,Contemporary Fiction,5000000.0,549.0,564.0,1230.0,1224430.0,3072605.0,3089466.0,401616.0,3474221.0,thoroughbreds
2399,2018,2018,Suspiria,Amazon Studios,Horror,Remake,Live Action,Historical Fiction,20000000.0,2.0,309.0,744.0,184037.0,2483472.0,2497098.0,4539820.0,7023292.0,suspiria
2400,2018,2018,Assassination Nation,Neon,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,7000000.0,1403.0,1403.0,2463.0,1050021.0,2005142.0,2016143.0,847617.0,2852759.0,assassination nation
2401,2018,2018,CafarnaÃºm,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,4000000.0,3.0,136.0,676.0,24988.0,1660708.0,1661651.0,63573085.0,65233793.0,cafarnaãºm
2402,2018,2018,Destroyer,Annapurna Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,9000000.0,3.0,235.0,607.0,55347.0,1533324.0,1534676.0,4332165.0,5865489.0,destroyer
2403,2018,2018,Werk ohne Autor,Sony Pictures Classics,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,1400000.0,1.0,122.0,519.0,0.0,1303747.0,1303747.0,3875429.0,5179176.0,werk ohne autor
2404,2018,2018,Lean on Pete,A24,Drama,Original Screenplay,Live Action,Contemporary Fiction,8000000.0,4.0,187.0,657.0,46975.0,1163056.0,1169439.0,1291971.0,2455027.0,lean on pete
2405,2018,2018,The Happy Prince,Sony Pictures Classics,Drama,Based on Real Life Events,Live Action,Dramatization,13000000.0,8.0,277.0,482.0,0.0,464495.0,467041.0,1930124.0,2394619.0,the happy prince
2406,2018,2018,Flower,The Orchard,Drama,Original Screenplay,Live Action,Contemporary Fiction,500000.0,3.0,102.0,204.0,48919.0,328188.0,329989.0,62615.0,390803.0,flower
2407,2018,2018,London Fields,GVN Releasing,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Historical Fiction,8000000.0,613.0,613.0,645.0,168575.0,252676.0,254062.0,181056.0,433732.0,london fields
2408,2018,2017,Borg vs McEnroe,Neon,Drama,Based on Real Life Events,Live Action,Dramatization,7500000.0,51.0,51.0,110.0,52625.0,231346.0,232609.0,8593527.0,8824873.0,borg vs mcenroe
2409,2018,2017,Sweet Country,Samuel Goldwyn Films,Western,Original Screenplay,Live Action,Contemporary Fiction,4000000.0,0.0,7.0,11.0,0.0,85556.0,86022.0,2205989.0,2291545.0,sweet country
2410,2018,2018,Woman Walks Ahead,A24,Western,Based on Real Life Events,Live Action,Dramatization,12000000.0,2.0,6.0,23.0,6863.0,57528.0,57836.0,570010.0,627538.0,woman walks ahead
2411,2018,2018,Blood Feast,Hannover House,Horror,Remake,Live Action,Contemporary Fiction,1200000.0,1.0,3.0,6.0,4046.0,8708.0,8748.0,0.0,8708.0,blood feast
2412,2018,2018,Higher Power,Magnet Pictures,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,500000.0,3.0,3.0,3.0,299.0,528.0,528.0,0.0,528.0,higher power
2413,2019,2019,Joker,Warner Bros.,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,55000000.0,4374.0,4374.0,32875.0,96202337.0,335451311.0,335451311.0,737056206.0,1072507517.0,joker
2414,2019,2019,It Chapter Two,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,70000000.0,4570.0,4570.0,25813.0,91062152.0,211593228.0,211593228.0,257973578.0,469566806.0,it chapter two
2415,2019,2019,Us,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,3741.0,3743.0,18595.0,71117625.0,175084580.0,175084580.0,81007339.0,256091919.0,us
2416,2019,2019,John Wick: Chapter 3 - Parabellum,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,40000000.0,3850.0,3850.0,23967.0,56818067.0,171016727.0,171016727.0,154658268.0,325674995.0,john wick: chapter 3 - parabellum
2417,2019,2019,1917,Universal,Thriller/Suspense,Original Screenplay,Live Action,Historical Fiction,100000000.0,11.0,3987.0,28882.0,576216.0,159227644.0,159227644.0,207387077.0,366614721.0,1917
2418,2019,2019,Once Upon a Time... In Hollywood,Sony Pictures,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,90000000.0,3659.0,3659.0,25655.0,41082018.0,142502728.0,142502728.0,235059311.0,377562039.0,once upon a time... in hollywood
2419,2019,2019,Hustlers,STX Entertainment,Drama,Based on Factual Book/Article,Live Action,Dramatization,20700000.0,3250.0,3525.0,19080.0,33181361.0,104963598.0,104963598.0,45509115.0,150472713.0,hustlers
2420,2019,2019,Rocketman,Paramount Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,41000000.0,3610.0,3610.0,19552.0,25725722.0,96368160.0,96368160.0,95768860.0,192137020.0,rocketman
2421,2019,2019,Good Boys,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,3204.0,3458.0,21155.0,21402605.0,83140306.0,83140309.0,28033292.0,111173598.0,good boys
